"ProductID","ProductName","ProductBrand","Gender","Price","Description","PrimaryColor"
"10062851","Bossini Men White Printed Round Neck Tshirt","Bossini","Men","449","White printed Tshirt, has a round neck, and long sleeves"," White"
"10050933","Soumya Maroon  Beige Single Door Curtain","Soumya","Unisex","904","Set content Single Door curtainColour Maroon and BeigePattern GeometricLight blocking RegularFitting EyeletLining No"," Beige"
"10046851","Roadster Men Blue Slim Tapered Fit MidRise Clean Look Stretchable Jeans","Roadster","Men","599","Blue medium wash 5pocket midrise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops","Blue"
"10039917","DODO  MOA Wome Red Solid Capri Jumpsuit","DODO  MOA","Women","1345","Red solid capri jumpsuit, has a keyhole neck, sleeveless"," Red"
"10051943","Sonata Volt Men Blue Analogue watch 77086PL04","Sonata","Men","849","Display AnalogueMovement QuartzPower source BatteryDial style Printed round plastic dialFeatures Reset TimeStrap style Black regular, leather strap with a tang closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case","Blue"
"10052045","Sonata Sleek Men Black Analogue watch 7128SM03","Sonata","Men","1699","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset TimeStrap style SilverToned bracelet style, stainless steel strap with a foldover closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case"," Black"
"10044479","TIMESMITH Women GoldToned Analogue Watch TSC059","TIMESMITH","Women","499","Display AnalogueMovement QuartzPower source BatteryDial style Embellished round stainless steel dialFeatures Reset TimeStrap style GoldToned bracelet style, stainless steel strap with a button closureWater resistance Water ResistantWarranty 1 yearWarranty provided by brandmanufacturer"," Gold"
"10054585","Veni Vidi Vici Women Maroon Solid Fitted Top","Veni Vidi Vici","Women","468","Maroon solid knitted fitted top with adjustable waist tieup, has shoulder straps, sleeveless"," Maroon"
"10052139","Titan Men White Analogue Watch 90103KL02","Titan","Men","6556","Display AnalogueMovement QuartzPower source BatteryDial style Solid round stainless steel dialFeatures ChronographStrap style Brown regular, leather strap with a tang closureWater resistance 100 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Titan case"," White"
"10039351","Marks  Spencer Women Navy Blue Linen Solid Shirt Dress","Marks  Spencer","Women","899","Navy blue linen solid woven shirt dress with waist tieup detail, has a shirt collar, threequarter sleeves, full button closure, straight hem, two pockets","Blue"
"1005044","Arrow Sport Navy  Rust Orange Striped Woollen Sweater","Arrow Sport","Men","2399","Navy blue and rust orange striped sweater, has a Vneck, sleeveless, a ribbed hem"," Navy"
"10054491","Veni Vidi Vici Women Rust Red Solid Fitted Crop Top","Veni Vidi Vici","Women","468","Rust red solid knitted fitted crop top with cutout detail, has a boat neck, long sleeves, and adjustable waist tieup on the front"," Red"
"10051085","Soumya Brown Single Door Curtain","Soumya","Unisex","776","Set content Single Door curtainColour BrownPattern Ethnic Motifs DoorLight blocking RegularFitting Eyelet"," Brown"
"10051919","Zoop Marvel Kids Yellow Analogue watch C4048PP27","Zoop","Unisex Kids","995","Display AnalogueMovement QuartzPower source BatteryDial style Printed round plastic dialFeatures Reset TimeStrap style White regular, rubber strap with a tang closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer"," Yellow"
"10052637","Titan Grandmaster Men Grey Analogue watch NL1793KM02","Titan","Men","16396","Display AnalogueMovement AutomaticPower source BatteryDial style Skeleton round stainless steel dialFeatures Reset TimeStrap style Black bracelet style, metal strap with a foldover closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturerComes in a Titan case"," Grey"
"10053767","Cottinfab Women Black  White Printed Basic Jumpsuit","Cottinfab","Women","752","Black and white printed basic jumpsuit with waist tieup, has a round neck, threequarter bell sleeves, two pockets, concealed zip closure"," Black"
"10052509","Titan Retrograde Men White Analogue watch NL1768SL02","Titan","Men","3676","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset TimeStrap style Black regular, leather strap with a tang closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturer"," White"
"10038931","Kraus Jeans Women Olive Green Solid Regular Fit Chino Shorts K4041","Kraus Jeans","Women","647","Olive green solid midrise chino shorts, has 5 pockets, button and zip closure"," Green"
"10050835","Kryptic Men Black Striped Polo Collar Tshirt","Kryptic","Men","699","Black and White striped Tshirt, has a polo collar, and short sleeves"," Black"
"10044833","Senorita Women Purple Formal SlipOns","Senorita","Women","719","A pair of purple roundtoed formal slipon shoesSynthetic upperCushioned footbedTextured PVC outsole, has a stacked heel"," Purple"
"10060205","CODE by Lifestyle Men Blue Slim Fit Solid Formal Shirt","CODE by Lifestyle","Men","749","Blue solid formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket","Blue"
"10052063","Titan Women White Analogue Watch","Titan","Women","3596","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset Time, Multi FunctionStrap style Brown regular, leather strap with a tang closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Titan case"," White"
"10040031","C9 AIRWEAR Women Green Solid AnkleLength Legging","C9 AIRWEAR","Women","479","Green solid anklelength leggings, has an elastciated waistband"," Green"
"10051909","Sonata Blush Women Navy Blue Analogue watch NL87001WL01","Sonata","Women","1699","Display AnalogueMovement QuartzPower source BatteryDial style Solid asymmetric metal dialFeatures Reset TimeStrap style Blue regular, leather strap with a tang closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case","Blue"
"1005386","San Frissco Men Black Glossy Formal Shoes","San Frissco","Men","997","A pair of black formal shoes, has central laceupsGlossy leather upper, has brogue detail throughoutCushioned footbedTextured outsole, has a stacked heelComes with a fabric bagWarranty 3 monthsWarranty provided by the brand owner  manufacturer"," Black"
"10058189","Roadster Women Blue Skinny Fit MidRise Ankle Length Mildly Distressed Stretchable Jeans","Roadster","Women","524","Blue medium wash 5pocket midrise jeans, mildly distressed, heavy fade, has a button and zip closure, waistband with belt loops, ankle length","Blue"
"10044185","Coolers Men Black Sandals","Coolers","Men","999","A pair of black comfort sandalsSynthetic upper with slipon closureCushioned footbedPatterned rubber outsole"," Black"
"10051347","ROMEE Orange Set of 3 Self Design Square Cushion Covers","ROMEE","Unisex","1999","Set content 3 Cushion Covers Colour Orange Shape Square Pattern Self Design Closure Zip"," Orange"
"10041835","INCOLOR Women Pink Jewel Queen 11 Lipstick 37g","INCOLOR","Women","299","What It IsINCOLOR Women Jewel Queen 11 Lipstick 37gColour Shade NamePinkWhat It DoesIncolors Jewel Queen Lipstick is a rich and nourishing lipstick packed with a creamy texture that glides on smoothly, is super long wearing and easy to apply The lipstick glides on easily to deliver an instant pop of colour It is specially formulated to provide your lips with a glossy finish and a moisturizing rich coverage for ultrapigmented lipsFeaturesUltra nourishing lip colour that delivers a full impact colourIt features a rich yet lightweight cremebased formulaProvides a silky smooth finish and a great colour pay offThe ultra comfortable formula, glides on like a dreamAbout The BrandEstablished in 2009, INCOLOR is a leading global beauty company bringing a wide range of luxurious, highquality makeup products at affordable prices The products have international formulations and packaging with the premium appeal and high level of research to ensure that the products stand the test of quality and consistency"," Pink"
"10048125","Liberty Men Red Solid SlipOn","Liberty","Men","359","A pair of red solid flip flopsPlastic upper materialCushioned footbedPatterned rubber outsole"," Red"
"10052295","Sonata Sleek Men Grey Analogue watch 7128NL02","Sonata","Men","1875","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset TimeStrap style Grey regular, leather strap with a tang closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case"," Grey"
"10058383","Roadster Women Blue Skinny Fit MidRise Acid Wash Slash Knee Stretchable Jeans","Roadster","Women","1799","Blue medium wash 5pocket acid wash midrise jeans, slash knee, heavy fade, has a button and zip closure, and waistband with belt loops, frayed hems","Blue"
"10052089","Fastrack Men Brown Analogue Watch 38051SM02","Fastrack","Men","1276","Display AnalogueMovement QuartzPower source BatteryDial style Printed round metal dialFeatures Reset Time, Date ApertureStrap style SilverToned bracelet style, stainless steel strap with a foldover closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Fastrack case"," Brown"
"10054489","Veni Vidi Vici Women OffWhite Solid Crop Fitted Top","Veni Vidi Vici","Women","468","OffWhite solid knitted fitted top with tieup detail, has a boat neck, and long sleeves"," White"
"10051543","DODO  MOA Maroon","DODO  MOA","Women","1255","Red solid capri jumpsuit, has a Vneck, sleeveless"," Maroon"
"10055911","Fame Forever by Lifestyle Men Black  White Printed Polo Collar Tshirt","Fame Forever by Lifestyle","Men","449","Black and White printed Tshirt, has a polo collar, and short sleeves"," Black"
"10041569","Kvsfab Women Multicoloured Striped Layered Maxi Dress","Kvsfab","Women","1633","Multicoloured striped knitted maxi S, has a round neck, threequarter bell sleeves, and flared hem, layered detail"," Red"
"10051197","Soumya Purple Solid Single Window Curtain","Soumya","Unisex","671","Set content Single Window curtainColour PurplePattern Solid with patterned detailLight blocking RegularFitting EyeletLining No"," Purple"
"10058253","Roadster Women Blue Skinny Fit MidRise Mildly Distressed Stretchable Jeans","Roadster","Women","1299","Blue medium wash 5pocket midrise jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops","Blue"
"10056583","Fame Forever by Lifestyle Men Black Solid SlimFit Joggers","Fame Forever by Lifestyle","Men","999","Black solid slimfit joggers, has an elasticated waistband with a drawstring fastening, three pockets, cuffed hem"," Black"
"10051923","Fastrack Men Green Analogue Watch 9298PV09","Fastrack","Men","1995","Display AnalogueMovement QuartzPower source BatteryDial style Solid round stainless steel dialFeatures Reset TimeStrap style Green striped regular, synthetic strap with a tang closureWater resistance 100 mWarranty 2 yearsWarranty provided by brandmanufacturerComes in a Fastrack case"," Green"
"10052721","Sonata Splash Women White Analogue watch NL87019SP04","Sonata","Women","899","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset TimeStrap style Blue regular, silicon strap with a tang closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case"," White"
"10058363","Roadster Women Blue Dyed Boyfriend Fit MidRise Clean Look Stretchable Cropped Jeans","Roadster","Women","839","Blue dyed medium wash 5pocket midrise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops","Blue"
"10058549","Roadster Women Blue Skinny Fit MidRise Low Distress Stretchable Cropped Jeans","Roadster","Women","474","Blue light wash 5pocket midrise cropped jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops","Blue"
"10043075","Rajnandini Green  PeachColoured Printed Unstitched Dress Material","Rajnandini","Women","598","Green and peachcoloured printed unstitched dress materialGreen printed kurta fabricGreen and peachcoloured printed bottom fabricGreen and peachcoloured printed dupattaDisclaimer Images are for referral purposes only The actual product is unstitched"," Green"
"10051331","Tokyo Talkies Women Black Sheath Dress","Tokyo Talkies","Women","419","Black selfdesign woven sheath dress, has a keyhole neck, threequarter sleeves, concealed zip closure, an attached lining, and straight hem"," Black"
"10051905","Titan Women Navy Blue Analogue Watch 2589KM02","Titan","Women","4396","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Chronograph, Reset TimeStrap style SilverToned bracelet style, stainless steel strap with a foldover and butterfly closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Titan case","Blue"
"10054575","Veni Vidi Vici Women Navy Blue Solid Fitted Top","Veni Vidi Vici","Women","468","Navy Blue solid knitted fitted top with cutout, gathered and tieup detail, has a boat neck, and long sleeves","Blue"
"10039729","Rajnandini Navy Blue  Yellow SemiStitched Dress Material","Rajnandini","Women","7330","Navy Blue and yellow embroidered semistitched dress materialNavy Blue embroidered semi stitched kurta fabricNavy Blue solid bottom fabricYellow embroidered dupatta, has taping borderDisclaimer Images are for referral purposes only The actual product is semistitched","Blue"
"10052017","Sonata Men White Bracelet Style Strap Analogue Watch 7133KM01","Sonata","Men","2099","Pack Contains Single watchDisplay AnalogueMovement QuartzPower Source BatteryDial style White textured round stainless steel dialFeatures Reset timeStrap Style Silver toned and rose gold toned, bracelet style, stainless steel strap with a foldover closureWater resistance 30 mComes in a signature Sonata caseWarranty 1 yearWarranty provided by brandmanufacturer"," White"
"10052685","Titan Workwear Men Grey Analogue watch NL1805WL01","Titan","Men","4716","Display AnalogueMovement QuartzPower source BatteryDial style Solid round stainless steel dialFeatures Reset Time, Calendar, Multi FunctionStrap style Grey regular, leather strap with a tang closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturerComes in a Titan case"," Grey"
"10058275","Roadster Women Blue Skinny Fit TieWash Stretchable Jeans","Roadster","Women","569","Blue tiewash five pocket midrise jeans, has a waistband with belt loops, button and zip closure, clean look","Blue"
"10052023","Sonata Pankh Women Off White Analogue watch NL8085YM07","Sonata","Women","1225","Display AnalogueMovement QuartzPower source BatteryDial style Printed oval metal dialFeatures Reset TimeStrap style GoldToned bracelet style, stainless steel strap with a foldover closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case"," White"
"10051229","Soumya Pink Solid Door Curtain","Soumya","Unisex","712","Set content Single door curtainColour PinkPattern Solid doorLight blocking RegularFitting EyeletLining No"," Pink"
"10051091","Soumya Blue Single Window Curtain","Soumya","Unisex","799","Set content Single window curtainColour BluePattern Ethnic MotifsLight blocking RegularFitting EyeletLining No","Blue"
"10059785","CODE by Lifestyle Men Purple  Grey Regular Fit Striped Casual Shirt","CODE by Lifestyle","Men","649","Purple and Grey striped casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"," Grey"
"10059749","CODE by Lifestyle Men Blue Slim Fit Checked Formal Shirt","CODE by Lifestyle","Men","649","Blue checked formal shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket","Blue"
"10060847","CODE by Lifestyle Men Blue Solid Mandarin Collar Tshirt","CODE by Lifestyle","Men","499","Blue solid Tshirt, has a mandarin collar, and short sleeves","Blue"
"10052401","Sonata Wedding Men Grey Analogue watch 7133BM02","Sonata","Men","2125","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset Time, Date ApertureStrap style SilverToned bracelet style, metal strap with a foldover closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case"," Grey"
"10044439","TIMESMITH Women White Analogue Watch TSC053","TIMESMITH","Women","499","Display AnalogueMovement QuartzPower source BatteryDial style Embellished round stainless steel dialFeatures Multi FunctionStrap style SilverToned bracelet style, stainless steel strap with a button closureWater resistance Water ResistantWarranty 1 yearWarranty provided by brandmanufacturer"," White"
"10061153","CODE by Lifestyle Men Red Striped Polo Collar Tshirt","CODE by Lifestyle","Men","449","Red striped Tshirt, has a polo collar, and short sleeves"," Red"
"10063531","Red Tape Men Black Leather Formal Oxfords","Red Tape","Men","1623","A pair of black roundtoed formal oxfords, has central laceupsLeather upperCushioned footbedTextured PVC outsole, has a stacked heelWarranty 3 months against manufacturing defectsWarranty provided by brandmanufacturer"," Red"
"10037175","Shaily Orange Solid Satin Saree","Shaily","Women","1063","Design DetailOrange   solid saree and has an embellished border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mockup of what the actual blouse would look likeFabricChiffon is a lightweight plainwoven fabric with mesh like weave that gives it transparent appearance"," Orange"
"10050961","Soumya Maroon Self Design Single Door Curtain","Soumya","Unisex","1310","Set content Single Long Door curtainColour MaroonPattern Solid Long DoorLight blocking RegularFitting EyeletLining Yes"," Maroon"
"10058271","Roadster Women Blue Skinny Fit MidRise Low Distress Stretchable Cropped Jeans","Roadster","Women","524","Blue medium wash 5pocket midrise jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops","Blue"
"10045883","Chhabra 555 Orange  Rust Art Silk Woven Design Tussar Saree","Chhabra 555","Women","1160","Design DetailOrange and Rust tussar  woven design saree and has a woven design border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mockup of what the actual blouse would look likeOriginTussar is also known as Kosa Silk and produced mainly in Jharkhand state of India It is valued for its rich texture and natural deep gold colour FabricArt silk is manufactured by synthetic fibres like rayon Its light in weight and is soft on the skin for comfort in summers"," Orange"
"10058439","Roadster Women Blue Skinny Fit MidRise Clean Look Raw Hem Stretchable Jeans","Roadster","Women","1299","Blue medium wash 5pocket midrise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops","Blue"
"10039913","DODO  MOA Women Red Embroidered Top","DODO  MOA","Women","715","Red embroidered woven regular top, has a round neck, long bell sleeves, and button closure, waist tieup"," Red"
"10051537","DODO  MOA Women Black Printed Cinched Waist Top","DODO  MOA","Women","1529","Black printed woven cinched waist  top, has a keyhole neck, long sleeves, and button closure"," Black"
"10052703","Titan Women Grey Analogue Watch","Titan","Women","4396","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset Time, Reset TimeStrap style Grey bracelet style, metal strap with a foldover closureWater resistance 30 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Titan case"," Grey"
"10050771","The Kaftan Company Women Green Embellished Kaftan Top","The Kaftan Company","Women","3600","Green embellished  kaftan  top and has a round neck"," Green"
"10058409","Roadster Women Black Skinny Fit MidRise Clean Look Stretchable Jeans","Roadster","Women","629","Black dark wash 5pocket midrise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"," Black"
"10038557","Levis Men Grey 65504 Skinny Straight Fit MidRise Clean Look Stretchable Jeans","Levis","Men","1799","Grey light wash 5pocket midrise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"," Grey"
"10063649","Metro Women GoldToned Solid Sandals","Metro","Women","2290","A pair of goldtoned open toe sandals, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty 1 monthWarranty provided by brandmanufacturer"," Gold"
"10044687","Respiro Men Black Leather Formal Derbys","Respiro","Men","683","A pair of black roundtoed formal derbys, has central laceupsSynthetic leather upperCushioned footbedTextured PVC outsole, has a stacked heelWarranty 1 month against manufacturing defectsWarranty provided by brandmanufacturer"," Black"
"10054047","Park Avenue Men Blue Bandhgala Slim Fit Suit","Park Avenue","Men","3499","This suit contains a Bandhgala blazer and a pair of trousersBlue Bandhgala blazer, has a Mandarin collar, full button placket, long sleeves, padded shoulders, one welt pocket, two flap pockets, attached lining, and a vented back hemA pair of blue formal trousers, has a waistband with belt loops, a button and zip fly closure, four pockets","Blue"
"10051445","Call It Spring Men White Self Design Room Slippers","Call It Spring","Men","1499","A pair of white self design flip flopsSynthetic upper materialCushioned footbedPatterned synthetic outsoleWarranty 1 monthWarranty provided by brandmanufacturer"," White"
"10054917","Veni Vidi Vici Women Olive Green Solid Fit  Flare Dress","Veni Vidi Vici","Women","756","Olive Green solid knitted fit and flare dress, has a round neck, short coldshoulder sleeves"," Green"
"10062173","CHUTPUT Kids Orange  Beige Colourblocked Open Knit Romper","CHUTPUT","Unisex Kids","899","Orange and beige colourblocked open knit rompers with applique detail, has a square neck, cap sleeves, snap button closure on crotch area"," Beige"
"10051287","THE SILHOUETTE STORE Women Pink Printed Round Neck Tshirt","THE SILHOUETTE STORE","Women","599","Pink printed Tshirt, has a round neck, and short sleeves"," Pink"
"1005107","Arrow Sport Mustard Yellow Sleeveless Sweater","Arrow Sport","Men","799","Mustard yellow patterned knit sweater, has a Vneck, sleeveless, a ribbed hemline"," Yellow"
"10056283","Fame Forever by Lifestyle Men White  Blue Printed Polo Collar Tshirt","Fame Forever by Lifestyle","Men","449","White and Blue printed Tshirt, has a polo collar, and short sleeves","Blue"
"10051973","Fastrack Loopholes Men Black Analogue watch NL3169NL01","Fastrack","Men","3996","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset Time, Multi Function, CalendarStrap style Brown regular, leather strap with a tang closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Fastrack case"," Black"
"10052003","Titan Octane Men White Analogue watch NL90104KM03","Titan","Men","6396","Display AnalogueMovement QuartzPower source BatteryDial style Solid round stainless steel dialFeatures ChronographStrap style SilverToned bracelet style, stainless steel strap with a foldover closureWater resistance 100 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Titan case"," White"
"10036635","ColorPlus Men Blue Tailored Fit Checked Casual Shirt","ColorPlus","Men","1239","Blue checked casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket","Blue"
"10038573","IVOC Men White Regular Fit Printed Formal Shirt","IVOC","Men","461","White printed formal shirt, has a spread collar, long sleeves, button placket, and curved hem"," White"
"10052399","Sonata Reloaded Men Grey Analogue watch 77031NL04","Sonata","Men","1675","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset Time, Date ApertureStrap style Brown regular, leather strap with a tang closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case"," Grey"
"10052715","Titan Workwear Women Silver Analogue watch NL2590BM01","Titan","Women","4636","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Chronograph, Reset TimeStrap style SilverToned bracelet style, stainless steel strap with a foldover and butterfly closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Titan case"," Silver"
"10052309","Sonata Blush Women Grey Analogue watch 8123WL01","Sonata","Women","1799","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset TimeStrap style Black regular, leather strap with a tang closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case"," Grey"
"10061057","CODE by Lifestyle Men Grey Slim Fit Checked Regular Trousers","CODE by Lifestyle","Men","849","Grey checked midrise trousers and button closure"," Grey"
"10053781","Cottinfab Women Burgundy Solid Playsuit","Cottinfab","Women","647","Burgundy solid playsuit, has a shirt collar, threequarter sleeves, button closure, waist tieup, two pockets"," Burgundy"
"10052097","Titan Men White Analogue Watch 90099SL02","Titan","Men","9995","Display AnalogueMovement ElectronicPower source BatteryDial style Solid round stainless steel dialFeatures Reset TimeStrap style Brown textured, leather strap with a tang closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Titan case"," White"
"10051005","Soumya OffWhite  Purple Single Long Door Curtain","Soumya","Unisex","1077","Set content Single Long Door curtainColour OffWhite and PurplePattern Floral Light blocking RegularFitting EyeletLining No"," White"
"10059853","CODE by Lifestyle Men Yellow Regular Fit Printed Formal Shirt","CODE by Lifestyle","Men","749","Yellow printed formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"," Yellow"
"10052133","Sonata Men Black Analogue Watch 77031NM03","Sonata","Men","1999","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset Time, Date ApertureStrap style Black bracelet style, stainless steel strap with a foldover closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case"," Black"
"10039371","Marks  Spencer Women Coral Orange Solid ALine Dress","Marks  Spencer","Women","1224","Coral orange solid woven Aline dress with gathered detail, has a Vneck, short sleeves, button closure, flared hem, and two pockets"," Orange"
"10056195","Fame Forever by Lifestyle Men Navy Blue Slim Fit Self Design Regular Trousers","Fame Forever by Lifestyle","Men","849","Navy Blue selfdesign midrise trousershas a button closure and zip fly","Blue"
"10060541","CODE by Lifestyle Men White  Blue Regular Fit Printed Formal Shirt","CODE by Lifestyle","Men","499","White and Blue printed formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket","Blue"
"10043881","Coolers Men Black Sandals","Coolers","Men","699","A pair of black comfort sandalsSynthetic upper with slipon closureCushioned footbedPatterned rubber outsole"," Black"
"10052157","Sonata Essentials Men Black Analogue watch NL77082YM01","Sonata","Men","1275","Display AnalogueMovement QuartzPower source BatteryDial style Solid round metal dialFeatures Reset TimeStrap style GoldToned bracelet style, stainless steel strap with a foldover closureWater resistance 30 mWarranty 1 yearWarranty provided by brandmanufacturer Comes in a signature Sonata case"," Black"
"10052019","Titan Forever Kolkata Women White Analogue watch 2580WL02","Titan","Women","3357","Display AnalogueMovement QuartzPower source BatteryDial style Solid round stainless steel dialFeatures Reset TimeStrap style Black regular, leather strap with a tang closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Titan case"," White"
"10052073","Titan Octane Men Black Analogue watch 90109KP03","Titan","Men","6556","Display AnalogueMovement QuartzPower source BatteryDial style Textured round stainless steel dialFeatures Reset Time, Multi FunctionStrap style Red regular, silicon strap with a tang closureWater resistance 100 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Titan case"," Black"
"10052661","Fastrack Men OffWhite Analogue Watch 38051SM01","Fastrack","Men","1320","Display AnalogueMovement QuartzPower source BatteryDial style Printed round metal dialFeatures Reset TimeStrap style SilverToned bracelet style, stainless steel strap with a tang closureWater resistance 50 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Fastrack case"," White"
"10058291","Roadster Women Black Skinny Fit MidRise Mildly Distressed Stretchable Jeans","Roadster","Women","524","Black dark wash 5pocket midrise jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops"," Black"
"10045711","Force 10 Women Navy Blue Mesh Running Shoes","Force 10","Women","719","A pair of navy blue running sports shoes, has regular styling, slipon detailMesh upperCushioned footbedTextured and patterned outsole","Blue"
"10050981","Soumya Blue Single Long Door Curtain","Soumya","Unisex","1239","Set content Single long door curtainColour BluePattern AbstractLight blocking RegularFitting EyeletLining No","Blue"
"10036491","ColorPlus Men Blue Regular Fit Solid Casual Shirt","ColorPlus","Men","1039","Blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket","Blue"
"10043685","Cherry Crumble Girls Grey Melange SelfDesign Sweater","Cherry Crumble","Girls","839","Grey Melange selfdesign sweater, has a round neck, long sleeves, button closure, and ribbed hem"," Grey"
"10052223","Titan Octane Men Blue Analogue watch 90109KP02","Titan","Men","6556","Display AnalogueMovement QuartzPower source BatteryDial style Solid round stainless steel dialFeatures Reset Time, Multi FunctionStrap style Blue regular, silicon strap with a tang closureWater resistance 100 mWarranty 2 yearsWarranty provided by brandmanufacturer Comes in a signature Titan case","Blue"
"10036627","ColorPlus Men Brown Tailored Fit Checked Casual Shirt","ColorPlus","Men","919","Brown checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"," Red"
"10062243","CHUTPUT Girls Teal Green  White Open Knit Top with Shorts","CHUTPUT","Girls","1282","This clothing set consists of top and shortsTeal green open knit top, has a shoulder straps, sleevelessWhite open knit shorts, has a drawstring closureComes with matching shoes"," Green"
"10063539","Red Tape Men Black Leather Formal Derbys","Red Tape","Men","3417","A pair of black roundtoed formal derbys, has central laceupsLeather upperCushioned footbedTextured PVC outsole, has a stacked heelWarranty 3 months against manufacturing defectsWarranty provided by brandmanufacturer"," Red"
"10059933","CODE by Lifestyle Men Orange Regular Fit Solid Casual Shirt","CODE by Lifestyle","Men","749","Orange solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"," Orange"
"10046847","Roadster Men Blue Super Skinny Fit MidRise Low Distress Stretchable Jeans","Roadster","Men","1299","Blue medium wash 5pocket midrise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops","Blue"
"10060375","CODE by Lifestyle Men Navy Blue Regular Fit Checked Casual Shirt","CODE by Lifestyle","Men","849","Navy Blue checked casual shirt, has a buttondown collar, long sleeves, button placket, curved hem, and 1 patch pocket","Blue"
"10061121","CODE by Lifestyle Men Navy Blue Slim Fit Self Design Formal Trousers","CODE by Lifestyle","Men","1699","Navy Blue selfdesign midrise trousers, zip closure, and 4 pockets       Disclaimer The stylist has paired this pair of trousers with a belt This pair of trousers does not come with a belt","Blue"
